SMILES
[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1
Brc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1
Brc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1
Brc1cccc(Nc2[nH]cnc3c2ccc2ncnc23)c1
Brc1cccc(Nc2[nH]cnc3cc4nncc4cc23)c1
Brc1cccc(Nc2[nH]cnc3cc4nnnc4cc23)c1
Brc1cccc(Nc2[nH]cnc3ccc4ccnc4c23)c1
Brc1cccc(Nc2[nH]cnc3nc4c(c2-3)CCCC4)c1
Brc1cccc(Nc2ncnc3c2oc2ccccc23)c1
Brc1cccc(Nc2ncnc3c2sc2ccccc23)c1
Brc1cccc(Nc2ncnc3c2sc2ncccc23)c1
Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1
Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1
Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1
Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1
Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1
Brc1cccc(Nc2ncnc3cc4n[nH]nc4cc23)c1
Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCO5)cc23)c1
Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)c1
Brc1cccc(Nc2ncnc3ccc(NN=NCCN4CCOCC4)cc23)c1
Brc1cccc(Nc2ncnc3ccc4[nH]cnc4c23)c1
Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1
Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1
Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1
Brc1cccc(Oc2ncnc3ccccc23)c1
C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(O)=NO)cc23)ccc1F
C#Cc1cccc(NC(=O)c2cc(OCCCCCCC(O)=NO)ccc2O)c1
C#Cc1cccc(Nc2ccnc3cc(OC)c(OC)cc23)c1
C#Cc1cccc(Nc2ccnc3cc(OCCOC)c(OCCOC)cc23)c1
C#Cc1cccc(Nc2ncnc3c2C(=Cc2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCC(O)=NO)cc23)c1
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCC(O)=NO)cc23)c1
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(O)=NO)cc23)c1
C#Cc1cccc(Nc2ncnc3cc(OCCCCCCC(O)=NO)c(OC)cc23)c1
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)CC=CN(C)C)CCO4)c1
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)CC=CN(CC)CC)CCO4)c1
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)CC=CN2CCC(C)CC2)CCO4)c1
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)CC=CN2CCCC2)CCO4)c1
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)CC=CN2CCCCC2)CCO4)c1
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)CC=CN2CCCCC2C)CCO4)c1
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)CC=CN2CCN(C)CC2)CCO4)c1
